Area;ISO 3 code;Year;Area type;Continent;Ember region;EU;OECD;G20;G7;ASEAN;Category;Subcategory;Variable;Unit;Value;YoY absolute change;YoY % change
Denmark;DNK;2006;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Nuclear;%;0;;
Denmark;DNK;2006;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Fossil;%;5,02;;
Denmark;DNK;2006;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Renewables;%;0;;
Denmark;DNK;2006;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Solar;%;0;;
Denmark;DNK;2006;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Wind;%;13,42;;
Denmark;DNK;2006;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Bioenergy;TWh;3,07;-0,1;-3,15
Denmark;DNK;2006;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Coal;TWh;24,57;9,11;58,93
Denmark;DNK;2006;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Gas;TWh;9,4;0,62;7,06
Denmark;DNK;2006;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Hydro;TWh;0,02;0;0
Denmark;DNK;2006;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Nuclear;TWh;0;0;
Denmark;DNK;2006;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Fossil;TWh;2,28;0,24;11,76
Denmark;DNK;2006;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Renewables;TWh;0;0;
Denmark;DNK;2006;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Solar;TWh;0;0;
Denmark;DNK;2006;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Wind;TWh;6,1;-0,51;-7,72
Denmark;DNK;2006;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Total;Total Generation;TWh;45,44;9,36;25,94
Denmark;DNK;2007;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Clean;%;26,32;;
Denmark;DNK;2007;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Fossil;%;73,69;;
Denmark;DNK;2007;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;%;22,87;;
Denmark;DNK;2007;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;%;8;;
Denmark;DNK;2007;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Renewables;%;26,32;;
Denmark;DNK;2007;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Wind and Solar;%;18,32;;
Denmark;DNK;2007;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Clean;TWh;10,3;1,11;12,08
Denmark;DNK;2007;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Fossil;TWh;28,84;-7,41;-20,44
Denmark;DNK;2007;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;TWh;8,95;-2,73;-23,37
Denmark;DNK;2007;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;TWh;3,13;0,04;1,29
Denmark;DNK;2007;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Renewables;TWh;10,3;1,11;12,08
Denmark;DNK;2007;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Wind and Solar;TWh;7,17;1,07;17,54
Denmark;DNK;2007;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Bioenergy;%;7,92;;
Denmark;DNK;2007;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Coal;%;50,82;;
Denmark;DNK;2007;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Gas;%;17,99;;
Denmark;DNK;2007;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Hydro;%;0,08;;
Denmark;DNK;2007;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Nuclear;%;0;;
Denmark;DNK;2007;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Fossil;%;4,88;;
Denmark;DNK;2007;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Renewables;%;0;;
Denmark;DNK;2007;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Solar;%;0;;
Denmark;DNK;2007;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Wind;%;18,32;;
Denmark;DNK;2007;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Bioenergy;TWh;3,1;0,03;0,98
Denmark;DNK;2007;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Coal;TWh;19,89;-4,68;-19,05
Denmark;DNK;2007;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Gas;TWh;7,04;-2,36;-25,11
Denmark;DNK;2007;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Hydro;TWh;0,03;0,01;50
Denmark;DNK;2007;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Nuclear;TWh;0;0;
Denmark;DNK;2007;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Fossil;TWh;1,91;-0,37;-16,23
Denmark;DNK;2007;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Renewables;TWh;0;0;
Denmark;DNK;2007;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Solar;TWh;0;0;
Denmark;DNK;2007;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Wind;TWh;7,17;1,07;17,54
Denmark;DNK;2007;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Total;Total Generation;TWh;39,14;-6,3;-13,86
Denmark;DNK;2008;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Clean;%;27,69;;
Denmark;DNK;2008;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Fossil;%;72,31;;
Denmark;DNK;2008;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;%;24,45;;
Denmark;DNK;2008;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;%;8,69;;
Denmark;DNK;2008;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Renewables;%;27,69;;
Denmark;DNK;2008;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Wind and Solar;%;19;;
Denmark;DNK;2008;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Clean;TWh;10,1;-0,2;-1,94
Denmark;DNK;2008;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Fossil;TWh;26,38;-2,46;-8,53
Denmark;DNK;2008;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;TWh;8,92;-0,03;-0,34
Denmark;DNK;2008;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;TWh;3,17;0,04;1,28
Denmark;DNK;2008;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Renewables;TWh;10,1;-0,2;-1,94
Denmark;DNK;2008;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Wind and Solar;TWh;6,93;-0,24;-3,35
Denmark;DNK;2008;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Bioenergy;%;8,61;;
Denmark;DNK;2008;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Coal;%;47,86;;
Denmark;DNK;2008;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Gas;%;19,41;;
Denmark;DNK;2008;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Hydro;%;0,08;;
Denmark;DNK;2008;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Nuclear;%;0;;
Denmark;DNK;2008;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Fossil;%;5,04;;
Denmark;DNK;2008;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Renewables;%;0;;
Denmark;DNK;2008;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Solar;%;0;;
Denmark;DNK;2008;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Wind;%;19;;
Denmark;DNK;2008;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Bioenergy;TWh;3,14;0,04;1,29
Denmark;DNK;2008;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Coal;TWh;17,46;-2,43;-12,22
Denmark;DNK;2008;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Gas;TWh;7,08;0,04;0,57
Denmark;DNK;2008;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Hydro;TWh;0,03;0;0
Denmark;DNK;2008;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Nuclear;TWh;0;0;
Denmark;DNK;2008;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Fossil;TWh;1,84;-0,07;-3,66
Denmark;DNK;2008;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Renewables;TWh;0;0;
Denmark;DNK;2008;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Solar;TWh;0;0;
Denmark;DNK;2008;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Wind;TWh;6,93;-0,24;-3,35
Denmark;DNK;2008;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Total;Total Generation;TWh;36,48;-2,66;-6,8
Denmark;DNK;2009;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Clean;%;27,79;;
Denmark;DNK;2009;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Fossil;%;72,22;;
Denmark;DNK;2009;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;%;23,42;;
Denmark;DNK;2009;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;%;9,22;;
Denmark;DNK;2009;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Renewables;%;27,79;;
Denmark;DNK;2009;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Wind and Solar;%;18,57;;
Denmark;DNK;2009;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Clean;TWh;10,07;-0,03;-0,3
Denmark;DNK;2009;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Fossil;TWh;26,18;-0,2;-0,76
Denmark;DNK;2009;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;TWh;8,49;-0,43;-4,82
Denmark;DNK;2009;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;TWh;3,34;0,17;5,36
Denmark;DNK;2009;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Renewables;TWh;10,07;-0,03;-0,3
Denmark;DNK;2009;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Wind and Solar;TWh;6,73;-0,2;-2,89
Denmark;DNK;2009;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Bioenergy;%;9,16;;
Denmark;DNK;2009;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Coal;%;48,8;;
Denmark;DNK;2009;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Gas;%;18,4;;
Denmark;DNK;2009;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Hydro;%;0,06;;
Denmark;DNK;2009;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Nuclear;%;0;;
Denmark;DNK;2009;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Fossil;%;5,02;;
Denmark;DNK;2009;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Renewables;%;0;;
Denmark;DNK;2009;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Solar;%;0;;
Denmark;DNK;2009;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Wind;%;18,57;;
Denmark;DNK;2009;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Bioenergy;TWh;3,32;0,18;5,73
Denmark;DNK;2009;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Coal;TWh;17,69;0,23;1,32
Denmark;DNK;2009;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Gas;TWh;6,67;-0,41;-5,79
Denmark;DNK;2009;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Hydro;TWh;0,02;-0,01;-33,33
Denmark;DNK;2009;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Nuclear;TWh;0;0;
Denmark;DNK;2009;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Fossil;TWh;1,82;-0,02;-1,09
Denmark;DNK;2009;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Renewables;TWh;0;0;
Denmark;DNK;2009;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Solar;TWh;0;0;
Denmark;DNK;2009;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Wind;TWh;6,73;-0,2;-2,89
Denmark;DNK;2009;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Total;Total Generation;TWh;36,25;-0,23;-0,63
Denmark;DNK;2010;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Clean;%;32,08;;
Denmark;DNK;2010;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Fossil;%;67,92;;
Denmark;DNK;2010;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;%;24,02;;
Denmark;DNK;2010;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;%;11,9;;
Denmark;DNK;2010;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Renewables;%;32,08;;
Denmark;DNK;2010;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Wind and Solar;%;20,18;;
Denmark;DNK;2010;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Clean;TWh;12,43;2,36;23,44
Denmark;DNK;2010;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Fossil;TWh;26,32;0,14;0,53
Denmark;DNK;2010;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;TWh;9,31;0,82;9,66
Denmark;DNK;2010;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;TWh;4,61;1,27;38,02
Denmark;DNK;2010;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Renewables;TWh;12,43;2,36;23,44
Denmark;DNK;2010;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Wind and Solar;TWh;7,82;1,09;16,2
Denmark;DNK;2010;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Bioenergy;%;11,85;;
Denmark;DNK;2010;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Coal;%;43,9;;
Denmark;DNK;2010;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Gas;%;20,41;;
Denmark;DNK;2010;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Hydro;%;0,05;;
Denmark;DNK;2010;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Nuclear;%;0;;
Denmark;DNK;2010;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Fossil;%;3,61;;
Denmark;DNK;2010;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Renewables;%;0;;
Denmark;DNK;2010;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Solar;%;0,03;;
Denmark;DNK;2010;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Wind;%;20,15;;
Denmark;DNK;2010;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Bioenergy;TWh;4,59;1,27;38,25
Denmark;DNK;2010;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Coal;TWh;17,01;-0,68;-3,84
Denmark;DNK;2010;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Gas;TWh;7,91;1,24;18,59
Denmark;DNK;2010;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Hydro;TWh;0,02;0;0
Denmark;DNK;2010;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Nuclear;TWh;0;0;
Denmark;DNK;2010;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Fossil;TWh;1,4;-0,42;-23,08
Denmark;DNK;2010;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Renewables;TWh;0;0;
Denmark;DNK;2010;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Solar;TWh;0,01;0,01;
Denmark;DNK;2010;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Wind;TWh;7,81;1,08;16,05
Denmark;DNK;2010;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Total;Total Generation;TWh;38,75;2,5;6,9
Denmark;DNK;2011;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Clean;%;40,37;;
Denmark;DNK;2011;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Fossil;%;59,64;;
Denmark;DNK;2011;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;%;19,82;;
Denmark;DNK;2011;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;%;12,51;;
Denmark;DNK;2011;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Renewables;%;40,37;;
Denmark;DNK;2011;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Wind and Solar;%;27,86;;
Denmark;DNK;2011;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Clean;TWh;14,17;1,74;14
Denmark;DNK;2011;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Fossil;TWh;20,94;-5,38;-20,44
Denmark;DNK;2011;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;TWh;6,96;-2,35;-25,24
Denmark;DNK;2011;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;TWh;4,39;-0,22;-4,77
Denmark;DNK;2011;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Renewables;TWh;14,17;1,74;14
Denmark;DNK;2011;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Wind and Solar;TWh;9,78;1,96;25,06
Denmark;DNK;2011;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Bioenergy;%;12,45;;
Denmark;DNK;2011;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Coal;%;39,82;;
Denmark;DNK;2011;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Gas;%;16,63;;
Denmark;DNK;2011;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Hydro;%;0,06;;
Denmark;DNK;2011;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Nuclear;%;0;;
Denmark;DNK;2011;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Fossil;%;3,19;;
Denmark;DNK;2011;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Renewables;%;0;;
Denmark;DNK;2011;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Solar;%;0,03;;
Denmark;DNK;2011;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Wind;%;27,83;;
Denmark;DNK;2011;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Bioenergy;TWh;4,37;-0,22;-4,79
Denmark;DNK;2011;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Coal;TWh;13,98;-3,03;-17,81
Denmark;DNK;2011;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Gas;TWh;5,84;-2,07;-26,17
Denmark;DNK;2011;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Hydro;TWh;0,02;0;0
Denmark;DNK;2011;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Nuclear;TWh;0;0;
Denmark;DNK;2011;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Fossil;TWh;1,12;-0,28;-20
Denmark;DNK;2011;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Other Renewables;TWh;0;0;
Denmark;DNK;2011;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Solar;TWh;0,01;0;0
Denmark;DNK;2011;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Fuel;Wind;TWh;9,77;1,96;25,1
Denmark;DNK;2011;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Total;Total Generation;TWh;35,11;-3,64;-9,39
Denmark;DNK;2012;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Clean;%;48,56;;
Denmark;DNK;2012;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Fossil;%;51,46;;
Denmark;DNK;2012;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;%;16,98;;
Denmark;DNK;2012;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Hydro, Bioenergy and Other Renewables;%;14,63;;
Denmark;DNK;2012;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Renewables;%;48,56;;
Denmark;DNK;2012;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Wind and Solar;%;33,93;;
Denmark;DNK;2012;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Clean;TWh;14,84;0,67;4,73
Denmark;DNK;2012;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Fossil;TWh;15,73;-5,21;-24,88
Denmark;DNK;2012;Country or economy;Europe;Europe;1;1;0;0;0;Electricity generation;Aggregate fuel;Gas and Other Fossil;TWh;5,19;-1,77;-25,43
