model,member,region,period_id,period,baseline_period,period_mean_jja_warming
MPI-ESM1-2-LR,r6i1p1f1,NEU,P3,2081-2100,1995-2014,2.7170361484184067
MPI-ESM1-2-LR,r6i1p1f1,WCE,P1,2021-2040,1995-2014,0.39777829052178715
MPI-ESM1-2-LR,r6i1p1f1,WCE,P2,2041-2060,1995-2014,1.715995066380529
MPI-ESM1-2-LR,r6i1p1f1,WCE,P3,2081-2100,1995-2014,3.898121769428909
MPI-ESM1-2-LR,r7i1p1f1,MED,P1,2021-2040,1995-2014,0.8450140157387797
MPI-ESM1-2-LR,r7i1p1f1,MED,P2,2041-2060,1995-2014,1.675851701351694
MPI-ESM1-2-LR,r7i1p1f1,MED,P3,2081-2100,1995-2014,3.8413291198899793
MPI-ESM1-2-LR,r7i1p1f1,NEU,P1,2021-2040,1995-2014,0.5164887449533928
MPI-ESM1-2-LR,r7i1p1f1,NEU,P2,2041-2060,1995-2014,1.2819007225992132
MPI-ESM1-2-LR,r7i1p1f1,NEU,P3,2081-2100,1995-2014,2.4254051166723016
MPI-ESM1-2-LR,r7i1p1f1,WCE,P1,2021-2040,1995-2014,0.6483567163629568
MPI-ESM1-2-LR,r7i1p1f1,WCE,P2,2041-2060,1995-2014,1.73369097943853
MPI-ESM1-2-LR,r7i1p1f1,WCE,P3,2081-2100,1995-2014,3.913813182946774
MPI-ESM1-2-LR,r8i1p1f1,MED,P1,2021-2040,1995-2014,1.1089613927540287
MPI-ESM1-2-LR,r8i1p1f1,MED,P2,2041-2060,1995-2014,1.6791348419346153
MPI-ESM1-2-LR,r8i1p1f1,MED,P3,2081-2100,1995-2014,3.7436673365935462
MPI-ESM1-2-LR,r8i1p1f1,NEU,P1,2021-2040,1995-2014,1.07568304852709
MPI-ESM1-2-LR,r8i1p1f1,NEU,P2,2041-2060,1995-2014,1.6221153472395424
MPI-ESM1-2-LR,r8i1p1f1,NEU,P3,2081-2100,1995-2014,2.921430407473461
MPI-ESM1-2-LR,r8i1p1f1,WCE,P1,2021-2040,1995-2014,1.031501449865373
MPI-ESM1-2-LR,r8i1p1f1,WCE,P2,2041-2060,1995-2014,1.5964553684044147
MPI-ESM1-2-LR,r8i1p1f1,WCE,P3,2081-2100,1995-2014,3.927124115696114
MPI-ESM1-2-LR,r9i1p1f1,MED,P1,2021-2040,1995-2014,0.720807870041545
MPI-ESM1-2-LR,r9i1p1f1,MED,P2,2041-2060,1995-2014,1.7007545076846307
MPI-ESM1-2-LR,r9i1p1f1,MED,P3,2081-2100,1995-2014,3.4598419003282253
MPI-ESM1-2-LR,r9i1p1f1,NEU,P1,2021-2040,1995-2014,0.5983180733267244
MPI-ESM1-2-LR,r9i1p1f1,NEU,P2,2041-2060,1995-2014,1.1852085139860216
MPI-ESM1-2-LR,r9i1p1f1,NEU,P3,2081-2100,1995-2014,2.4657109059211315
MPI-ESM1-2-LR,r9i1p1f1,WCE,P1,2021-2040,1995-2014,0.8044829796490223
MPI-ESM1-2-LR,r9i1p1f1,WCE,P2,2041-2060,1995-2014,1.4707272001719929
MPI-ESM1-2-LR,r9i1p1f1,WCE,P3,2081-2100,1995-2014,3.4237328220617824
