year,month,day,hour,wt,Ta_C,P_mm,wind_ms,rad_whm2,relhum,Q
2004,12,9,18,4.64166666666667,-0.591,0,1.694,15.983,0.818,44.92
2004,12,9,21,4.575,-2,0,1.549,0,0.837,49.71
2004,12,10,0,4.41666666666667,-3.249,0,1.363,0,0.89,49.47
2004,12,10,3,4.15833333333333,-4.005,0,1.385,0,0.889,45.73
2004,12,10,6,3.94166666666667,-4.753,0,1.213,0,0.891,42.32
2004,12,10,9,3.85,-5.258,0,0.754,110.374,0.926,43.66
2004,12,10,12,3.79166666666667,0.102,0,1.402,641.877,0.74,45.62
2004,12,10,15,3.86666666666667,2.611,0,1.068,453.227,0.601,45.25
2004,12,10,18,3.89166666666667,-1.454,0,1.303,13.978,0.86,45.68
2004,12,10,21,3.825,-3.006,0,1,0,0.935,51.88
2004,12,11,0,3.725,-4.137,0,1,0,0.964,48.28
2004,12,11,3,3.48333333333333,-4.762,0,0.964,0,0.976,44.43
2004,12,11,6,3.31666666666667,-4.989,0,1.126,0,0.972,42.07
2004,12,11,9,3.19166666666667,-4.49,0,0.918,46.619,0.97,40.64
2004,12,11,12,3.18333333333333,-2.945,0,1.24,282.434,0.937,43.37
2004,12,11,15,3.325,-1.076,0,0.817,315.387,0.842,46.16
2004,12,11,18,3.46666666666667,-3.072,0,0.794,8.516,0.961,44.36
